Xaxis0,yaxis
-0.03243924591140829,-3.7486519094657815
-0.028995294767926866,-3.9028025892930405
-0.026699327338939247,-3.497337481184876
-0.025551343624445444,-3.615120516841259
-0.024403359909951634,-2.986511857418885
-0.023255376195457825,-2.8041903006249305
-0.022107392480964022,-2.986511857418885
-0.020959408766470213,-2.5165082281731497
-0.019811425051976403,-3.055504728905836
-0.018663441337482593,-2.0056826044071587
-0.01751545762298879,-2.362357548345891
-0.01636747390849498,-2.2933646768589395
-0.015219490194001171,-1.5836881943477836
-0.014071506479507369,-1.4318821814797795
-0.01292352276501356,-1.4898694391301293
-0.01177553905051975,-1.2402147622675876
-0.01062755533602594,-0.9496299301578448
-0.009479571621532137,-0.6447060512715579
-0.008331587907038328,-0.5886165846205147
-0.007183604192544518,-0.23073025349548537
-0.0060356204780507156,-0.08875999222509812
-0.004887636763556906,0.2868521527333856
-0.0037396530490630964,0.5319746107663708
-0.0025916693345692868,0.82310921439118
-0.0014436856200754841,0.8721103712821456
-0.00029570190558167453,1.0
0.0008522818089121351,0.9660130913185911
0.0020002655234059447,0.7700262451688662
0.0031482492378997473,0.6135363829884355
0.00429623295239355,0.3922126683912115
0.0054442166668873665,0.058010580304538095
0.006592200381381169,-0.16117256979357464
0.007740184095874986,-0.4475379863606088
0.008888167810368788,-0.7529196359117911
0.010036151524862591,-1.0695892452368243
0.011184135239356408,-1.404102617372704
0.01233211895385021,-1.404102617372704
0.013480102668344013,-1.5836881943477836
0.01462808638283783,-1.956892440237727
0.015776070097331632,-2.168201533904934
0.016924053811825435,-2.168201533904934
0.01807203752631925,-2.7501230793546547
0.019220021240813054,-3.1296127010595587
0.02036800495530687,-3.615120516841259
0.021515988669800673,-3.209655408733095
0.022663972384294476,-3.39197696552705
0.023811956098788292,-3.497337481184876
0.024959939813282095,-3.9028025892930405
0.028403890956763517,-3.39197696552705
