Xaxis0,yaxis
-0.07542136793386123,1.0
-0.06615347582265826,1.0
-0.06482949123534355,1.0
-0.058209568298770005,1.0
-0.04894167618756704,1.0
-0.042321753250993494,1.0
-0.03437784572710524,1.0
-0.03305386113979053,1.0
-0.03172987655247582,2.0
-0.030405891965161108,3.0
-0.029081907377846404,1.0
-0.027757922790531693,3.0
-0.026433938203216982,2.0
-0.025109953615902278,2.0
-0.023785969028587567,1.0
-0.022461984441272856,3.0
-0.021137999853958145,6.0
-0.019814015266643434,3.0
-0.01849003067932873,4.0
-0.01716604609201402,15.0
-0.015842061504699308,15.0
-0.014518076917384604,6.0
-0.013194092330069893,22.0
-0.011870107742755182,24.0
-0.01054612315544047,29.0
-0.00922213856812576,43.0
-0.007898153980811048,42.0
-0.0065741693934963374,55.0
-0.00525018480618164,69.0
-0.003926200218866929,65.0
-0.0026022156315522182,86.0
-0.0012782310442375072,85.0
4.5753543077203807e-05,103.0
0.0013697381303919148,82.0
0.002693722717706626,80.0
0.004017707305021323,78.0
0.005341691892336034,62.0
0.006665676479650745,51.0
0.007989661066965456,35.0
0.009313645654280167,47.0
0.010637630241594878,27.0
0.01196161482890959,21.0
0.0132855994162243,15.0
0.014609584003539011,11.0
0.01593356859085371,7.0
0.01725755317816842,8.0
0.01858153776548313,2.0
0.01990552235279784,7.0
0.021229506940112552,2.0
0.022553491527427263,6.0
0.023877476114741975,3.0
0.02520146070205667,1.0
0.026525445289371383,3.0
0.029173414464000805,2.0
0.03182138363863023,1.0
0.03446935281325965,1.0
0.03844130657520377,1.0
0.04108927574983319,1.0
0.0424132603371479,1.0
0.04638521409909202,1.0
0.05300513703566556,1.0
0.055653106210294984,3.0
