oid,filter,mjd,mag,magerr,clrcoeff
764216400006215,zr,58226.4116,19.209997,0.056609415,0.09945744
764216400006215,zr,58226.42693,19.091654,0.05180185,0.096499376
764216400006215,zr,58226.45347,19.096622,0.051994063,0.09867755
764216400006215,zr,58226.4731,19.14907,0.05407375,0.10132285
764216400006215,zr,58226.49118,19.126493,0.053167082,0.101031624
764116400012133,zg,58227.36436,18.490076,0.032552704,-0.03313677
764116400012133,zg,58228.47431,18.046227,0.024955736,-0.031501457
764116400012133,zg,58228.47576,18.008709,0.024441063,-0.0327424
764116400012133,zg,58228.49356,18.01166,0.024480913,-0.034514647
764216400006215,zr,58229.40416,17.859173,0.022712873,0.08344164
764216400006215,zr,58229.42696,17.81342,0.022132596,0.08249938
764216400006215,zr,58229.45305,17.824255,0.022267856,0.08912167
764116400012133,zg,58229.49398,17.614498,0.019969173,-0.08274641
764116400012133,zg,58230.4087,17.300648,0.01739785,-0.09004527
764216400006215,zr,58230.42855,17.453327,0.018319292,0.09394266
764216400006215,zr,58230.44897,17.46688,0.01844127,0.09900298
764216400006215,zr,58231.29906,17.199734,0.016295888,0.09417098
764116400012133,zg,58231.40414,17.00695,0.015582151,-0.050206967
764116400012133,zg,58231.42607,16.983843,0.015459309,-0.049570072
764116400012133,zg,58231.42703,16.994352,0.015514849,-0.045804545
764116400012133,zg,58231.44778,16.967247,0.015372715,-0.04736599
764116400012133,zg,58231.46602,16.985977,0.015470548,-0.050193753
764116400012133,zg,58231.46695,16.987852,0.01548043,-0.047358602
764116400012133,zg,58231.49467,16.991842,0.015501537,-0.03456721
764316400008878,zi,58232.35011,17.178291,0.021528013,0.17912689
764216400006215,zr,58232.38603,16.84972,0.014177055,0.105783544
764216400006215,zr,58232.4074,16.871758,0.014291165,0.10868767
764116400012133,zg,58232.44433,16.718513,0.014224542,-0.04597875
764116400012133,zg,58232.47812,16.708393,0.014183296,-0.028405359
764116400012133,zg,58232.4955,16.689926,0.014109052,-0.03059186
764116400012133,zg,58234.34556,16.30158,0.012816103,-0.032851852
764116400012133,zg,58234.42701,16.255264,0.012691738,-0.010729785
764116400012133,zg,58234.45149,16.263643,0.012713824,-0.019049013
764116400012133,zg,58234.47381,16.271559,0.012734855,-0.026462113
764116400012133,zg,58234.49494,16.25852,0.012700298,-0.021305252
764116400012133,zg,58234.49586,16.278326,0.012752964,-0.01944635
764116400012133,zg,58235.3631,16.13608,0.012396353,-0.018582448
764116400012133,zg,58235.40798,16.125023,0.012370655,-0.014821811
764116400012133,zg,58235.42622,16.114716,0.012346947,-0.011637919
764116400012133,zg,58235.45748,16.117674,0.0123537285,-0.008162266
764116400012133,zg,58235.46711,16.109388,0.012334791,-0.022518883
764116400012133,zg,58235.49207,16.106699,0.012328678,-0.014591534
764116400012133,zg,58236.38294,15.987668,0.012073671,-0.016636226
764116400012133,zg,58236.40588,16.017681,0.012135172,-0.017371777
764116400012133,zg,58236.42718,15.990551,0.0120795015,-0.009461808
764116400012133,zg,58236.47975,15.975149,0.012048556,-0.011093691
764116400012133,zg,58236.49502,15.98201,0.01206228,-0.0053947773
764116400012133,zg,58237.32683,15.90382,0.011911255,-0.02336756
764116400012133,zg,58237.36266,15.8968725,0.011898397,-0.015196106
764116400012133,zg,58237.3645,15.894057,0.011893213,-0.016607802
764116400012133,zg,58237.3928,15.868846,0.011847422,-0.0051617445
764116400012133,zg,58237.41245,15.877429,0.0118628815,-0.021046244
764116400012133,zg,58237.44321,15.896312,0.011897364,-0.012140069
764116400012133,zg,58237.47813,15.880296,0.0118680755,0.0069452785
764116400012133,zg,58237.49366,15.88421,0.011875189,-0.0013840247
764116400012133,zg,58237.49457,15.873457,0.011855711,-0.0041582556
764316400008878,zi,58242.48778,16.354702,0.015363172,0.18423472
764216400006215,zr,58243.32318,15.793801,0.01074015,0.090764634
764216400006215,zr,58244.37004,15.795083,0.010742579,0.100524865
764116400012133,zg,58244.43066,15.619786,0.011452443,-0.044156395
764116400012133,zg,58244.44372,15.620219,0.0114530455,-0.040955994
764216400006215,zr,58244.46655,15.776886,0.010708361,0.106365085
764316400008878,zi,58246.28149,16.52977,0.01628164,0.18823259
764116400012133,zg,58246.34283,15.657274,0.011505697,-0.035621174
764116400012133,zg,58246.36745,15.663953,0.011515399,-0.039730735
764216400006215,zr,58246.38805,15.80679,0.010764911,0.105383754
764216400006215,zr,58246.41076,15.809445,0.01077001,0.1033277
764116400012133,zg,58246.47741,15.657022,0.011505333,-0.023629203
764116400012133,zg,58247.34312,15.681713,0.01154153,-0.046677813
764116400012133,zg,58247.37129,15.6953125,0.011561859,-0.048514254
764116400012133,zg,58247.39048,15.6797905,0.011538678,-0.04823635
764216400006215,zr,58247.41005,15.808528,0.010768248,0.10395356
764216400006215,zr,58247.4299,15.8328,0.010815431,0.104020104
764216400006215,zr,58247.44835,15.825545,0.010801214,0.10427284
764116400012133,zg,58248.37367,15.733743,0.011620853,-0.029533388
764116400012133,zg,58249.36514,15.7945,0.011718937,-0.02279471
764116400012133,zg,58249.39145,15.78117,0.011696899,-0.01091468
764216400006215,zr,58252.3858,16.077501,0.01135759,0.09521415
764216400006215,zr,58252.41035,16.095608,0.011402949,0.09217939
764216400006215,zr,58252.41126,16.095379,0.0114023695,0.093740515
764116400012133,zg,58252.43906,15.917329,0.011936516,-0.050600275
764116400012133,zg,58252.44752,15.921706,0.011944774,-0.055161133
764116400012133,zg,58252.44844,15.917517,0.01193687,-0.0524111
764116400012133,zg,58252.47669,15.925759,0.011952452,-0.05827704
764316400008878,zi,58254.39654,17.11829,0.020890879,0.1855378
764116400012133,zg,58254.43326,16.044489,0.012191669,-0.046706073
764116400012133,zg,58254.45273,16.054605,0.01221338,-0.04566868
764216400006215,zr,58254.47532,16.265116,0.011867527,0.099870645
764216400006215,zr,58255.32917,16.338343,0.012092398,0.101642266
764116400012133,zg,58255.36432,16.111221,0.012338966,-0.048041582
764116400012133,zg,58255.38489,16.098282,0.012309644,-0.034811016
764116400012133,zg,58255.40956,16.123917,0.012368099,-0.03682084
764116400012133,zg,58255.41048,16.118994,0.012356758,-0.033106126
764216400006215,zr,58255.45068,16.373154,0.012204859,0.09720069
764216400006215,zr,58255.4516,16.349855,0.012129185,0.097884074
764216400006215,zr,58255.47727,16.340425,0.012099027,0.09863171
764216400006215,zr,58256.43175,16.398672,0.0122896675,0.096721366
764216400006215,zr,58256.44904,16.42569,0.012381704,0.09508909
764216400006215,zr,58256.47666,16.43797,0.012424313,0.09396342
764216400006215,zr,58257.34682,16.475203,0.012556552,0.096963495
764216400006215,zr,58257.3925,16.497398,0.012637606,0.10042718
764216400006215,zr,58257.4109,16.49879,0.012642747,0.10022812
764216400006215,zr,58257.432,16.47876,0.012569428,0.101371475
764216400006215,zr,58257.44804,16.47388,0.012551777,0.099148616
764216400006215,zr,58257.47906,16.49746,0.01263783,0.100628026
764116400012133,zg,58258.34445,16.315048,0.012853329,-0.041227054
764116400012133,zg,58258.36881,16.353218,0.012961503,-0.04223424
764116400012133,zg,58258.36973,16.347025,0.0129436795,-0.04121989
764216400006215,zr,58258.38112,16.555017,0.012856053,0.10438729
764216400006215,zr,58258.40176,16.535185,0.012779532,0.10016658
764216400006215,zr,58258.40267,16.578285,0.012947663,0.11142594
764216400006215,zr,58258.42921,16.542782,0.012808673,0.100025386
764116400012133,zg,58258.46677,16.34199,0.012929266,-0.028525947
764216400006215,zr,58259.45432,16.594906,0.01301433,0.10443027
764316400008878,zi,58261.28234,17.298954,0.022925457,0.19268495
764216400006215,zr,58261.34269,16.592134,0.01300314,0.10720521
764116400012133,zg,58261.43666,16.597527,0.01375653,-0.015794406
764116400012133,zg,58261.43756,16.579838,0.013692508,-0.019309811
