Xaxis0,yaxis
-0.02325537619545783,-3.8918202981106265
-0.02249005371912862,-3.737669618283368
-0.021342070004634818,-3.6041382256588457
-0.020959408766470213,-3.4863551900024623
-0.020576747528305614,-3.8918202981106265
-0.02019408629014101,-3.4863551900024623
-0.0190461025756472,-3.737669618283368
-0.0186634413374826,-3.198673117550681
-0.018280780099317995,-2.793208009442517
-0.017898118861153396,-3.380994674344636
-0.01751545762298879,-3.4863551900024623
-0.017132796384824185,-3.8918202981106265
-0.016750135146659587,-3.1186304098771447
-0.01636747390849498,-3.737669618283368
-0.015984812670330383,-3.8918202981106265
-0.015602151432165777,-2.8503664232824653
-0.015219490194001178,-2.9755295662364714
-0.014836828955836573,-2.6390573296152584
-0.014454167717671967,-2.464703942470481
-0.014071506479507369,-2.3877429013343523
-0.013688845241342763,-2.6390573296152584
-0.013306184003178165,-2.5480855514095317
-0.01292352276501356,-2.3877429013343523
-0.01254086152684896,-2.8503664232824653
-0.012158200288684355,-2.5480855514095317
-0.01177553905051975,-2.217843864538955
-0.011392877812355151,-2.4254832293171997
-0.011010216574190546,-2.3513752571634776
-0.010627555336025947,-2.1000608288825715
-0.010244894097861341,-2.072661854694457
-0.009862232859696743,-1.9459101490553135
-0.009479571621532137,-1.8993901334204204
-0.009096910383367532,-1.5404450409471488
-0.008714249145202933,-1.791759469228055
-0.008331587907038328,-1.7323360487572543
-0.00794892666887373,-1.8993901334204204
-0.007566265430709124,-1.4494732627414217
-0.007183604192544525,-1.420899890297366
-0.00680094295437992,-1.4640720621625745
-0.006418281716215314,-1.1088687888352986
-0.0060356204780507156,-1.264739159542084
-0.00565295923988611,-1.0784095813505905
-0.0052702980017215115,-1.1949433976065418
-0.004887636763556906,-0.8795587226054247
-0.004504975525392307,-0.7419373447293776
-0.004122314287227702,-0.7857399673877703
-0.0037396530490630964,-0.6662999305237571
-0.003356991810898498,-0.530288172840903
-0.0029743305727338923,-0.4795730802618863
-0.0025916693345692937,-0.29450803752218047
-0.002209008096404688,-0.32228760162925685
-0.0018263468582400896,-0.1823215567939549
-0.0014436856200754841,-0.24985776378444235
-0.0010610243819108786,-0.25423413838424125
-0.00067836314374628,-0.14624550032014483
-0.00029570190558167453,-0.1823215567939549
8.695933258292404e-05,-0.08886838773684236
0.00046962057074752955,0.0
0.0008522818089121281,-0.06680866967211063
0.0012349430470767336,-0.1038499413524594
0.0016176042852413391,-0.19878283384802664
0.0020002655234059447,-0.28541706582092896
0.0023829267615705363,-0.3036824137982217
0.002765587999735142,-0.36545977349446535
0.0031482492378997473,-0.44183275227903884
0.003530910476064353,-0.4054651081081646
0.0039135717142289445,-0.5837133395144836
0.00429623295239355,-0.5074300347648526
0.0046788941905581555,-0.6796334613932222
0.005061555428722761,-0.9473813189441858
0.0054442166668873665,-1.0684592504974217
0.005826877905051958,-0.9128951428730172
0.006209539143216564,-1.1192315758708453
0.006592200381381169,-1.0586069540544107
0.006974861619545775,-1.2062429528604754
0.00735752285771038,-1.5404450409471488
0.007740184095874972,-1.4788871479477157
0.008122845334039577,-1.57270590316537
0.008505506572204183,-1.5564453822935898
0.008888167810368788,-1.7715567619105355
0.00927082904853338,-1.791759469228055
0.009653490286697985,-1.970007700634374
0.010036151524862591,-2.217843864538955
0.010418812763027196,-2.1000608288825715
0.010801474001191802,-2.1572192427225203
0.011184135239356394,-2.3877429013343523
0.011566796477521,-2.3877429013343523
0.011949457715685605,-2.739140788172241
0.01233211895385021,-2.464703942470481
0.012714780192014816,-2.4254832293171997
0.013097441430179407,-2.592537313980366
0.013480102668344013,-2.505525936990736
0.013862763906508618,-2.6878474937846906
0.014245425144673224,-2.8503664232824653
0.014628086382837815,-3.1186304098771447
0.015010747621002421,-2.9755295662364714
0.015393408859167027,-3.044522437723423
0.015776070097331632,-3.380994674344636
0.016158731335496238,-2.8503664232824653
0.01654139257366083,-3.737669618283368
0.016924053811825435,-3.2856844945403108
0.01730671504999004,-3.198673117550681
0.017689376288154646,-3.2856844945403108
0.01807203752631925,-3.198673117550681
0.021515988669800673,-3.8918202981106265
0.028403890956763517,-3.8918202981106265
